anno,provincia,comune,giorno,organo_di_rilevazione,localizzazione_incidente,denominazione_della_strada,tronco_di_strada_o_autostrada,tipo_di_strada,pavimentazione,intersezione_o_non_interse3,fondo_stradale,segnaletica,condizioni_meteorologiche,natura_incidente,tipo_veicolo_a,tipo_veicoli__b_,tipo_veicolo__c_,veicolo__a____circostanze_10,veicolo__a____circostanze_11,veicolo__b____circostanze_13,veicolo__b____circostanze_14,veicolo__a___anno_immatric18,immatricolazione_veicolo__b_,immatricolazione_veicolo__c_,veicolo__a___et__conducente,veicolo__a___sesso_conducente,veicolo__a___esito_conducente,veicolo__a___patente_condu29,veicolo__a___anno_rilascio30,veicolo__a___passeggeri_an35,veicolo__a___et__passegger36,veicolo__a___sesso_passegg37,veicolo__a___esito_passegg38,veicolo__a___et__passegger39,veicolo__a___sesso_passegg40,veicolo__a___esito_passegg41,veicolo__a___et__passegger42,veicolo__a___sesso_passegg43,veicolo__a___esito_passegg44,veicolo__a___et__passegger45,veicolo__a___sesso_passegg46,veicolo__a___altri_passegg47,veicolo__a___altri_passegg48,veicolo__a___altri_passegg49,veicolo__a___altri_passegg50,veicolo__b___et__conducente,veicolo__b___sesso_conducente,veicolo__b___esito_conducente,veicolo__b___patente_condu51,veicolo__b___anno_rilascio52,veicolo__b___passeggeri_an57,veicolo__b___et__passegger58,veicolo__b___sesso_passegg59,veicolo__b___esito_passegg60,veicolo__b___et__passegger61,veicolo__b___sesso_passegg62,veicolo__b___esito_passegg63,veicolo__b___et__passegger64,veicolo__b___sesso_passegg65,veicolo__b___esito_passegg66,veicolo__b___et__passegger67,veicolo__b___sesso_passegg68,veicolo__b___altri_passegg69,veicolo__b___altri_passegg70,veicolo__b___altri_passegg71,veicolo__b___altri_passegg72,veicolo__c___et__conducente,veicolo__c___sesso_conducente,veicolo__c___esito_conducente,veicolo__c___patente_condu73,veicolo__c___anno_rilascio74,veicolo__c___passeggeri_an79,veicolo__c___et__passegger80,veicolo__c___sesso_passegg81,veicolo__c___esito_passegg82,veicolo__c___et__passegger83,veicolo__c___sesso_passegg84,veicolo__c___esito_passegg85,veicolo__c___et__passegger86,veicolo__c___sesso_passegg87,veicolo__c___esito_passegg88,veicolo__c___et__passegger89,veicolo__c___sesso_passegg90,veicolo__c___altri_passegg91,veicolo__c___altri_passegg92,veicolo__c___altri_passegg93,veicolo__c___altri_passegg94,pedone_morto_1__sesso,pedone_morto_1__et_,pedone_ferito_1__sesso,pedone_ferito_1__et_,pedone_morto_2__sesso,pedone_morto_2__et_,pedone_ferito_2__sesso,pedone_ferito_2__et_,pedone_morto_3__sesso,pedone_morto_3__et_,pedone_ferito_3__sesso,pedone_ferito_3__et_,pedone_morto_4__sesso,pedone_morto_4__et_,pedone_ferito_4__sesso,pedone_ferito_4__et_,altri_veicoli_coinvolti,morti_maschi_coinvolti_su_95,morti_femmine_coinvolti_su96,feriti_maschi_coinvolti_su97,feriti_femmine_coinvolti_s98,morti_entro_24_ore,morti_entro_30_giorni,feriti,descrizione_strada,Ora,chilometri,ettometrica,trimestre,PRO_COM,COMUNE,PROVINCIA,giorno_num,morti,STRADA
18,2,42,Materdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Urto con ostacolo,Autovettura privata,null,null,00,  ,00,  ,           ,           ,           ,18-29,1,2,2,"(2013,2018]",2,18-29,3, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,18,29,500,4,2042,Cigliano,Vercelli,2,0,A04
18,2,59,Materdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Autosnodato o autoarticolato,null,21,  ,20,  ,2016       ,           ,           ,30-44,1,2,2,           ,2,30-44,3, ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,14,57,500,3,2059,Formigliana,Vercelli,2,0,A04
18,2,79,Sabato,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,2011       ,2018       ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,9,34,550,2,2079,Moncrivello,Vercelli,6,0,A04
18,2,79,Lunedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autocarro,Autovettura privata,null,20,  ,21,  ,2014       ,2014       ,           ,55-64,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,14,34,000,4,2079,Moncrivello,Vercelli,1,0,A04
18,2,79,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Trattore stradale o motrice,null,22,  ,20,  ,2011       ,2012       ,           ,45-54,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,11,35,500,4,2079,Moncrivello,Vercelli,5,0,A04
18,2,128,Venerdi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Altro,Tamponamento,Autosnodato o autoarticolato,Autosnodato o autoarticolato,null,22,  ,20,  ,2011       ,           ,           ,45-54,1,2,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1, ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,2,27,100,3,2128,Saluggia,Vercelli,5,0,A04
18,2,133,Domenica,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Neve,Urto con ostacolo,Autovettura privata,null,null,64,  ,60,  ,           ,           ,           ,30-44,1,2,2,"(1994,1998]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,15,44,800,1,2133,Santhià,Vercelli,7,0,A04
18,2,133,Sabato,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Altro,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,2018       ,2014       ,           ,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,49,300,1,2133,Santhià,Vercelli,6,0,A04
18,2,133,Domenica,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,2012       ,"(1988,1998]",           ,18-29,2,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,1,45,900,2,2133,Santhià,Vercelli,7,0,A04
18,2,133,Lunedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autocarro,null,22,  ,21,  ,2018       ,2016       ,           ,45-54,2,2,2,"(2003,2008]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,45,900,3,2133,Santhià,Vercelli,1,0,A04
18,2,133,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,35,  ,           ,           ,           ,30-44,2,2,2,"(2013,2018]",2,30-44,3,2,30-44,4, ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,3,                                                         ,12,46,000,4,2133,Santhià,Vercelli,6,0,A04
18,2,163,Giovedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autosnodato o autoarticolato,Autocarro,null,20,  ,21,  ,2013       ,2018       ,           ,30-44,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,7,62,503,1,2163,Villarboit,Vercelli,4,0,A04
18,2,163,Lunedi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Altro,Urto con ostacolo,Autocarro,null,null,  ,82,65,  ,           ,           ,           ,30-44,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,60,650,2,2163,Villarboit,Vercelli,1,0,A04
18,2,163,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,20,  ,35,  ,2014       ,2009       ,           ,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,2,2,"(2013,2018]",2,55-64,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,8,63,000,3,2163,Villarboit,Vercelli,5,0,A04
18,2,163,Domenica,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,Autovettura privata,Autovettura privata,null,21,  ,20,  ,           ,           ,           ,65+  ,1,1,3,"(2013,2018]",2,65+  ,4, ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,64,400,3,2163,Villarboit,Vercelli,7,0,A04
18,3,18,Giovedi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,2016       ,2009       ,           ,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,72,500,1,3018,Biandrate,Novara,4,0,A04
18,3,18,Lunedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autosnodato o autoarticolato,null,null,  ,  ,75,  ,           ,           ,           ,30-44,1,2,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,22,74,400,1,3018,Biandrate,Novara,1,0,A04
18,3,68,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Urto con ostacolo,Autovettura privata,null,null,60,  ,60,  ,2012       ,           ,           ,18-29,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,22,92,400,1,3068,Galliate,Novara,3,0,A04
18,3,68,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Autovettura privata,null,21,  ,20,  ,2018       ,2014       ,           ,18-29,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,92,300,2,3068,Galliate,Novara,3,0,A04
18,3,68,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autosnodato o autoarticolato,null,21,  ,20,  ,           ,2015       ,           ,45-54,2,2,2,"(1988,1993]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,20,90,850,2,3068,Galliate,Novara,5,0,A04
18,3,68,Giovedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Urto con ostacolo,Autosnodato o autoarticolato,null,null,  ,82,65,  ,           ,           ,           ,45-54,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,91,720,3,3068,Galliate,Novara,4,0,A04
18,3,106,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autosnodato o autoarticolato,Autovettura privata,Autovettura privata,20,  ,21,  ,2018       ,2018       ,2018       ,30-44,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(1988,1993]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,1,0,0,0,0,0,0,1,                                                         ,10,87,700,1,3106,Novara,Novara,3,0,A04
18,3,106,Sabato,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Autovettura privata,Autovettura privata,21,  ,20,  ,2016       ,           ,           ,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,65+  ,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,24,82,530,2,3106,Novara,Novara,6,0,A04
18,3,106,Domenica,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,"Fuoriuscita, sbandamento",Autovettura privata,null,null,71,  ,75,  ,           ,           ,           ,30-44,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,18,89,410,2,3106,Novara,Novara,7,0,A04
18,3,106,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autocarro,Autovettura privata,Autovettura privata,21,  ,21,  ,           ,           ,           ,18-29,1,2,2,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,10,90,497,2,3106,Novara,Novara,3,0,A04
18,3,106,Materdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Altro,Tamponamento,Autocarro,Autosnodato o autoarticolato,null,22,  ,20,  ,2016       ,2011       ,           ,45-54,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,45-54,1,1,3,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,89,900,2,3106,Novara,Novara,2,0,A04
18,3,106,Materdi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Urto con ostacolo,Autovettura privata,null,null,61,  ,65,  ,2018       ,           ,           ,30-44,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,83,400,2,3106,Novara,Novara,2,0,A04
18,3,106,Giovedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,21,  ,20,  ,2015       ,2012       ,           ,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,20,89,400,2,3106,Novara,Novara,4,0,A04
18,3,106,Venerdi,1,7,A04,  ,2,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autocarro,Autovettura privata,null,22,  ,20,  ,"(1988,1998]",2018       ,           ,18-29,1,1,3,"(2008,2013]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,2,2,2,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,18,90,497,3,3106,Novara,Novara,5,0,A04
18,3,106,Venerdi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Scontro frontale-laterale,Autovettura privata,Autovettura privata,Autocarro,23,  ,23,  ,           ,           ,           ,45-54,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,"(1988,1993]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,30-44,1,1,4,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,23,87,480,4,3106,Novara,Novara,5,0,A04
18,3,106,Sabato,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Sereno,Urto con ostacolo,Autovettura privata,null,null,64,  ,65,  ,           ,           ,           ,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,19,86,025,4,3106,Novara,Novara,6,0,A04
18,3,129,Venerdi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Autovettura privata,null,22,  ,20,  ,2018       ,           ,           ,65+  ,1,1,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,18-29,2,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,16,70,600,3,3129,Recetto,Novara,5,0,A04
18,3,131,Mercoledi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Veicoli speciali,Autovettura privata,null,21,  ,20,  ,2011       ,           ,           ,30-44,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,3,2,"(1979,1983]",2,55-64,4,1,55-64,4, ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,2,0,2,                                                         ,24,96,940,1,3131,Romentino,Novara,3,2,A04
18,3,131,Giovedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Urto con ostacolo,Autovettura privata,null,null,61,  ,65,  ,           ,           ,           ,18-29,2,2,2,"(2013,2018]",2,18-29,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,23,95,900,2,3131,Romentino,Novara,4,0,A04
18,3,131,Domenica,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Infortunio per caduta da veicolo,Motociclo con passeggero,null,null,75,  ,75,  ,2009       ,           ,           ,45-54,1,2,4,"(2013,2018]",2,45-54,4, ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,2,                                                         ,17,96,250,3,3131,Romentino,Novara,7,0,A04
18,3,131,Lunedi,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Trattore stradale o motrice,Trattore stradale o motrice,null,21,  ,20,  ,2011       ,           ,           ,18-29,1,2,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,1,3,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,9,96,550,3,3131,Romentino,Novara,1,0,A04
18,3,131,Sabato,1,7,A04,  ,1,1,Rettilineo,1,Verticale e orizzontale,Sereno,Tamponamento,Autovettura privata,Veicoli speciali,null,21,  ,20,  ,2010       ,           ,           ,30-44,1,2,2,           ,2,30-44,4,2,10-14,3,2,0-5  ,3, ,     , ,0,0,0,0,55-64,1,1,6,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,4,                                                         ,8,94,630,3,3131,Romentino,Novara,6,0,A04
18,3,131,Venerdi,1,7,A04,  ,3,1,Rettilineo,1,Verticale e orizzontale,Nebbia,Tamponamento,Autocarro,Autovettura privata,null,00,  ,00,  ,2010       ,           ,           ,65+  ,1,3,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,1,0,1,                                                         ,8,98,400,4,3131,Romentino,Novara,5,1,A04
18,3,135,Materdi,1,7,A04,  ,1,1,Rettilineo,2,Verticale e orizzontale,Pioggia,Urto con ostacolo,Autovettura privata,null,null,  ,  ,65,  ,           ,           ,           ,55-64,1,2,2,"(2013,2018]", ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0,     , , , ,           , ,     , , ,     , , ,     , , ,     , ,0,0,0,0, ,     , ,     , ,     , ,     , ,     , ,     , ,     , ,     ,0,0,0,0,0,0,0,1,                                                         ,10,77,225,1,3135,San Pietro Mosezzo,Novara,2,0,A04
